symbol,avg_adj_close,avg_daily_return,avg_volume,volume_volatility,volatility,cumulative_return,avg_intraday_range,beta_proxy,max_drawdown,market_cap
AZN,70.22449999999999,-0.000523000000000002,5429230.89,2715599.6247266303,5.004294796886114,-0.04614985740212607,0.9531999999999985,0.2308743193542463,-0.20583061070620756,Mega-Cap
BA,162.4846,0.0020239999999999967,11404395.63,8554296.853626132,12.749551897057307,0.1799104286628277,4.874699999999998,0.07571027904724956,-0.13597698273705283,Large-Cap
BABA,94.8575,0.003872000000000001,21456158.67,14352132.179682028,10.511907185509575,0.3845043845043845,2.4166,0.27165953087937256,-0.3147549353301565,Mega-Cap
BAC,44.3051,0.0016410000000000049,33794401.28,12432246.270065451,2.650360179448844,0.1843631778058008,0.7687999999999999,0.5075815637241224,-0.08692906756472307,Mega-Cap
BBUC,25.0379,0.0010919999999999999,44319.66,23589.999432313805,1.2886264671025394,0.09606625258799184,0.7938999999999997,0.4004270198352243,-0.1664265129682997,Small-Cap
BDL,25.348000000000003,-0.001250999999999998,2134.51,2500.3852531240877,0.7691553809211776,-0.08218181818181824,0.3427999999999999,0.0832699435152769,-0.11818181818181817,Nano-Cap
BEDU,1.8528,-0.0014900000000000002,8443.62,17679.807618005827,0.13756232747156452,-0.24285714285714288,0.1115,0.15284342399919115,-0.31904761904761914,Nano-Cap
BG,84.5007,-0.0032399999999999955,1791283.38,950364.5255809807,7.807810160669266,-0.2710918114143921,1.9560000000000002,0.019618905818219207,-0.2967111292129111,Mid-Cap
BHP,53.236000000000004,-0.00029900000000000114,2317970.49,753806.3242240354,3.956944796331142,-0.05568785491848338,0.7067000000000001,0.3020800348892867,-0.22825564632388273,Large-Cap
BKNG,4767.2358,0.002271000000000003,226905.4,91165.94297070244,355.7033290870294,0.2332501289626998,92.50099999999999,0.2636906251163611,-0.12850685050392996,Large-Cap
BKV,21.508854166666666,0.0030437500000000052,406031.78125,395572.2084021204,2.6056319042823466,0.310803324099723,0.7068750000000001,0.33508908082958266,-0.10683276708191769,Small-Cap
BLD,359.17690000000005,-0.001932000000000003,277793.2,129474.63871485961,30.518321627169968,-0.19881619019550067,10.906500000000003,0.4925198034273018,-0.2551052390481472,Mid-Cap
BLDE,3.8064999999999998,0.0022069999999999985,844613.29,597081.1765429259,0.4558073645032007,0.24172185430463577,0.2645,0.5837095041200692,-0.274949083503055,Micro-Cap
BLK,1005.4585000000001,0.000570999999999998,678148.73,289234.5209312338,37.052960960078316,0.043791396051700904,19.130100000000006,0.5609190437830683,-0.10349586016559342,Large-Cap
BODI,6.5203999999999995,0.0020450000000000017,21362.94,42661.104049279296,0.4759189303682173,0.13095238095238093,0.4659,0.34400345890513895,-0.2027972027972028,Nano-Cap
BOLD,2.7986,-0.0053690000000000005,80981.65,104766.00588819424,0.3837192260552557,-0.39459459459459456,0.24689999999999998,0.2646756143024062,-0.41081081081081083,Nano-Cap
BRBR,71.7722,0.002484999999999998,981086.29,463623.17183160497,6.063750811089596,0.25828683951427656,1.6398000000000001,0.008647922317335983,-0.09874349536743243,Mid-Cap
BRK.B,462.0877,0.000569999999999997,3776183.18,1349261.1614606078,9.321975757869303,0.05409028968306284,6.073200000000001,0.4618315829615022,-0.08367144158317452,Mega-Cap
BSX,91.4289,0.002408999999999997,5759157.25,2604821.0477135866,6.796200794739965,0.2632142857142856,1.5559999999999996,0.3181196637035962,-0.050527989099579784,Large-Cap
BTE,2.7538,-0.002156000000000001,17239742.26,9919864.842416119,0.26882377540355706,-0.21221864951768477,0.09880000000000001,0.09516818780433035,-0.3303303303303303,Small-Cap
BTU,22.791999999999998,-0.003464999999999994,2819556.25,1422293.1164323105,3.6092409454094625,-0.3084470989761092,0.8113000000000002,0.22805678338580937,-0.46399730820995966,Small-Cap
BWLP,12.5472,-0.0005899999999999981,429108.17,214210.43549903907,1.2345580160322527,-0.07988380537400142,0.3239999999999998,0.12513001308868882,-0.3394375408763898,Small-Cap
BWXT,119.2255,0.0006099999999999983,901044.12,406159.7291146557,7.291791895028551,0.013278952859717252,3.2674999999999996,0.3909322767144081,-0.19845438175270114,Mid-Cap
C,69.8197,0.0032579999999999996,13922931.09,6336541.605189847,6.8749870824488415,0.37376197434648484,1.3988999999999996,0.5432315406881708,-0.06449130367862088,Large-Cap
CASH,76.0363,0.001970999999999995,191244.07,101928.28388877248,5.616899942102945,0.20549797205948628,1.9501000000000008,0.5284222692135578,-0.14868529654521867,Small-Cap
CAT,381.6039,-0.0002749999999999981,2215442.66,823949.4740617969,15.105774994078175,-0.04127208097034163,7.4792000000000005,0.5195953536177385,-0.15803663850172123,Large-Cap
CELU,2.3684,0.003935000000000007,733101.81,4700092.2297971705,0.451103517874095,-0.2569444444444444,0.3478,0.15618352002320993,-0.54,Nano-Cap
CENX,19.2989,0.004656,1193309.15,698840.1222025739,2.4231655125083993,0.42935153583617747,0.9941999999999998,0.3270737850419538,-0.30242272347535515,Small-Cap
CFR,132.0703,0.002488000000000009,437592.99,203480.81442852257,10.436240030283756,0.2858931925932551,3.1003999999999987,0.49623747770716137,-0.08506470793983911,Mid-Cap
CFSB,6.9363,0.001231999999999994,5276.83,6067.754561223823,0.38847449638738774,0.13233082706766908,0.12889999999999993,0.0020427905738091825,-0.06791907514450868,Nano-Cap
CMCSA,39.5586,-0.001055999999999995,21455422.97,10053203.918621963,2.971342593522473,-0.1172362185083563,0.7990000000000002,0.1847063280974871,-0.2586553495644406,Large-Cap
CNMD,69.5145,-0.0014700000000000013,435486.12,190314.37998282758,3.9615911952118177,-0.16113177470775775,2.6127,0.3592701424036599,-0.19167097775478525,Small-Cap
COFS,33.764,0.00043199999999999906,29427.85,17132.033398613603,2.3592769822104103,0.040294211704509086,0.8132000000000005,0.42121452308551877,-0.13067878140032074,Micro-Cap
COST,939.3728,0.001728000000000001,1909638.5,604420.7407588734,51.3979291545266,0.17161283270481498,15.894699999999993,0.23747657659407675,-0.08533701023561036,Mega-Cap
CR,163.8607,0.0014050000000000017,250617.89,132503.74876586694,10.151215109134437,0.12504100242734362,4.175599999999999,0.44930109366585524,-0.18630581867388352,Mid-Cap
CRDF,3.3407999999999998,0.008140999999999995,1588803.41,4875735.204901009,0.7417474317618178,0.6627906976744187,0.3123,0.20589832984865847,-0.4352078239608802,Micro-Cap
CRI,56.1678,-0.002089999999999999,1139515.7,997739.9132579946,4.844976275598384,-0.19106623833562797,1.7293000000000007,0.18628423301122837,-0.2542092603728202,Small-Cap
CRM,320.058,0.002225999999999989,5992598.56,3218914.641502696,26.202815678757737,0.23736263736263763,7.695299999999998,0.3326996137673299,-0.1349372669624146,Mega-Cap
CRNT,3.7116000000000002,0.004240999999999998,1622506.96,1646867.461747191,1.025658418733641,0.32567049808429127,0.23790000000000006,0.3943257453481595,-0.36861313868613144,Micro-Cap
CRS,177.2875,0.0021770000000000005,726501.26,956680.6036302374,16.404223487636454,0.19667238204102366,6.074500000000001,0.4063282876423264,-0.15738708854299555,Mid-Cap
CSCO,57.6566,0.002274000000000002,18925356.86,8628416.067901285,3.085912343197546,0.26083576287657917,0.8647,0.5142746197414082,-0.050618672665916686,Mega-Cap
CUBE,45.9268,-0.002496999999999999,1398595.09,539027.5009899744,3.723147598525208,-0.21568627450980393,0.9047,0.1898140736348176,-0.24151583710407243,Mid-Cap
CVX,150.7161,0.000725999999999999,7654311.55,3447963.1586136147,5.734429052273276,0.07524053436699663,2.508,0.1858491745359578,-0.1315625777556605,Mega-Cap
CX,5.789199999999999,0.000760000000000005,10148328.52,5669842.16389055,0.3693939344221542,0.04843749999999991,0.18590000000000004,0.21214153237669212,-0.20155038759689914,Mid-Cap
DBRG,12.7201,-0.003167999999999998,2548110.09,1607970.8197691063,1.883448639538062,-0.30701157249829814,0.47680000000000006,0.43782907082348393,-0.3958456973293769,Small-Cap
DC,2.3328,0.0031300000000000004,296254.06,212033.61152348775,0.2328483271023078,0.3004291845493561,0.09940000000000002,0.2359400325302621,-0.17131474103585642,Micro-Cap
DE,429.70910000000003,0.001819999999999999,1244418.48,568831.6111979451,27.72164982245443,0.1829244260518279,8.697899999999999,0.32051239117930436,-0.11989746461883122,Large-Cap
DFIN,63.179300000000005,2.1999999999998912e-05,184813.15,119984.9355735687,2.9957125103127757,-0.01613626176602434,1.5191,0.480031801968835,-0.16466932978251225,Small-Cap
DHR,241.87709999999998,-0.002642000000000006,3296477.82,1740318.6351677584,19.031260795455665,-0.24310243616084526,4.9714,0.2805325965532141,-0.2739647101188333,Large-Cap
DIS,105.7897,0.001718000000000002,8937385.75,5402362.154891736,8.503629107028308,0.1925237683664649,1.9897000000000002,0.15395109293176748,-0.09070720874615656,Large-Cap
DOX,86.7026,0.000299000000000001,645178.01,346740.90764077054,2.0033293601533844,0.032507015902712766,1.3974999999999995,0.3987932627514087,-0.10970327052198403,Mid-Cap
DSGX,112.4002,0.0013929999999999982,194556.73,109283.16020134589,6.019080600285017,0.12544664413326911,2.1499000000000006,0.4997536507661097,-0.08585317623795008,Mid-Cap
DWSN,1.5116999999999998,0.00034500000000000296,33086.47,206555.99944366372,0.13114919409249567,-0.04516129032258065,0.13069999999999996,0.10988120719768174,-0.2833333333333333,Nano-Cap
EAF,1.7110999999999998,0.004422000000000003,2201899.77,2151766.612583429,0.31420541116288925,0.1399999999999999,0.1685,0.24371912572170612,-0.5486725663716814,Micro-Cap
EDN,34.7652,0.005625999999999999,220528.93,140613.44571829832,8.176938929857938,0.6726966764829616,2.1008,0.1481147214099108,-0.33008328255128994,Small-Cap
EGP,171.2033,-0.000308999999999995,366236.17,166888.03733708218,7.4301248755768965,-0.03616850013415607,3.2209000000000003,0.38834731967174174,-0.1703273270071437,Mid-Cap
EM,0.8255,0.009181,480107.39,1309726.275660858,0.1813438889530222,1.2549019607843137,0.04500000000000001,0.18843988386386978,-0.216867469879518,Micro-Cap
EVCM,10.908,0.00017700000000000292,95807.17,40223.166372771,0.6978610900530999,0.007497656982193179,0.35309999999999986,0.5318182914188633,-0.18330605564648117,Small-Cap
EXEL,32.5538,0.003117999999999998,2263742.86,1298223.1498260007,3.541051541590719,0.32776934749620645,0.8859999999999998,0.17554963645929242,-0.1312047222967534,Mid-Cap
FBIO,1.8107,0.0023609999999999955,588851.55,366097.1298487361,0.21722889756980748,0.19580419580419584,0.1258,0.44436347089275385,-0.2920792079207921,Nano-Cap
FI,205.62439999999998,0.0027100000000000006,2675699.03,1017566.5948665636,13.073816405087669,0.2860409346941051,3.464799999999997,0.36161851108654347,-0.09862890537199365,Large-Cap
FL,22.6102,-0.002997999999999994,3238755.41,2482237.340394868,2.0549422956335883,-0.256860592755214,0.9053,0.28565649680107186,-0.3435225618631732,Small-Cap
FLYX,2.673,0.0024759999999999973,23635.07,28875.162156090224,0.4595133569903334,0.6244541484716157,0.29350000000000004,0.12520539930497357,-0.31333333333333335,Micro-Cap
FNLC,26.6302,4.200000000000105e-05,19382.14,11879.190385822858,1.2713295196268917,0.007047768206734473,0.6227999999999999,0.4131124504889637,-0.17614379084967324,Micro-Cap
FORL,11.074100000000001,0.00024299999999999897,5659.05,27423.13615606061,0.07010951029884252,0.023636363636363678,0.012299999999999986,-0.16957861344298475,-0.008007117437722422,Nano-Cap
FRHC,121.29860000000001,0.005162999999999993,86316.87,32694.98935034684,17.045523421921455,0.6380515281109835,3.3645999999999994,0.2286427696127751,-0.06815809097688297,Mid-Cap
FSEA,9.5474,0.001331,8277.95,9239.325453508962,0.5131672694791088,0.16284153005464486,0.14600000000000007,0.16813801227887867,-0.0566959921798631,Nano-Cap
FSTR,24.7364,0.003579,40427.83,25173.07789179873,3.8103141576250628,0.37157107231920206,0.8669,0.39451432761343774,-0.14702886247877756,Micro-Cap
G,43.596599999999995,0.003702999999999998,1350201.2,883393.6372293571,4.3983643011070175,0.41553098482900475,0.8114999999999994,0.20429005502124342,-0.09837119588512633,Mid-Cap
GBIO,1.5553,-0.012792999999999999,336488.59,386189.77181673324,0.6498414025628473,-0.7605633802816901,0.1423,0.553343780157655,-0.7816901408450704,Nano-Cap
GDRX,5.3326,-0.002576,1246161.28,969825.333286913,0.9761195281999712,-0.2511144130757801,0.2274,0.3360001555059084,-0.4146685472496473,Small-Cap
GE,182.7982,0.0012300000000000021,4922487.07,2249493.6541130804,12.06357748670673,0.10734793704806456,3.804400000000001,0.30941688366261727,-0.1764736217833015,Mega-Cap
GHG,2.7318000000000002,0.001726000000000005,10140.85,9992.62010450864,0.2253409537890201,0.19246861924686187,0.11299999999999998,0.1664022884365797,-0.2760736196319018,Micro-Cap
GILD,90.6707,0.0022719999999999967,6684630.39,2915800.8447180893,4.8429628745263384,0.24960979709448905,1.7823000000000007,0.26163709905545274,-0.10371819960861062,Large-Cap
GLOB,215.44299999999998,0.001999,441654.91,204624.52391439746,10.095772342516398,0.16330655610261746,6.303899999999999,0.4180964405656895,-0.14162057171811016,Mid-Cap
GLP,49.42060000000001,0.0026479999999999963,80812.63,83838.91845274702,4.220650727749993,0.26503094606542876,1.8341999999999996,0.2645092817030886,-0.19368009941416642,Small-Cap
GOOGL,179.75220000000002,0.0014250000000000029,27025617.57,12211655.785427356,13.348633538056752,0.14572895404218467,3.7959000000000005,0.3345384258919077,-0.11033045837774969,Mega-Cap
GOSS,0.9158,0.003312000000000001,1273752.38,1840416.4376938317,0.137048100381515,0.31000000000000005,0.07150000000000001,0.17463111901103676,-0.383177570093458,Micro-Cap
GRAF,10.058,0.00015,29121.78,83590.16801707498,0.04640619951618043,0.012987012987013102,0.05299999999999987,0.025982692411067845,-0.004975124378109541,Micro-Cap
GS,572.0298,0.002992999999999998,2138641.76,1029504.3872024607,50.954704285752506,0.33460621489473463,11.055499999999993,0.6013091852798734,-0.09132193873338279,Mega-Cap
GSRT,10.058181818181819,0.00030151515151515153,39052.28787878788,79442.06271079964,0.06992103438130168,0.021042084168336528,0.010151515151515123,-0.03312435340781218,-0.0029999999999998916,Micro-Cap
GTI,1.6976,0.0010369999999999986,9840995.74,48116882.1916996,1.1161686994610476,-0.8996763754045307,0.27390000000000003,0.15383423605054594,-0.9344729344729344,Nano-Cap
GTX,8.5709,0.001460999999999995,858183.99,385525.94632638997,0.7190398971805203,0.1400247831474597,0.2439,0.2519799198828487,-0.1216867469879519,Small-Cap
GWH,6.2838,-0.0008590000000000031,83608.7,58128.64582757347,1.219623041614237,-0.30742659758203805,0.5770000000000001,0.496527174404464,-0.5928934010152285,Nano-Cap
HD,406.2838,0.0005739999999999961,3172123.44,1049359.7021427678,12.113496753454799,0.05024236362237433,7.046500000000001,0.4077639454733071,-0.10927973665298929,Mega-Cap
HDB,62.906499999999994,-0.0007690000000000009,2684145.24,1338612.3698389619,2.6830848275668138,-0.08783886112373174,0.7454000000000002,0.25388201013760103,-0.14630201440964563,Large-Cap
HG,18.6957,0.00024899999999999787,439648.34,277823.8215773493,0.6093169797553502,0.006482982171798879,0.5025999999999997,0.10915342093183647,-0.16306483300589392,Small-Cap
HIMX,7.1451,0.009280999999999996,2473549.69,3585122.8836097512,1.7713240468045013,1.0260707635009312,0.4791,0.2360064287278059,-0.28871595330739297,Small-Cap
HON,219.15439999999998,7.300000000000404e-05,4106513.83,1901527.751161081,9.75460184795471,-9.863392020525996e-05,4.028500000000001,0.27674615958409926,-0.1408898305084746,Large-Cap
HOND,10.0998,0.000226999999999999,57533.22,535042.9928016562,0.1323522999918454,0.022044088176352616,0.04939999999999999,0.04514143412466103,-0.09639639639639641,Micro-Cap
HQY,96.2615,0.003680000000000004,708346.69,372570.6891014226,9.896090073224567,0.4228535353535352,2.6723000000000003,0.2365916333769286,-0.1295747730530339,Mid-Cap
HSBC,47.6993,0.002280000000000003,1194478.67,388806.0552474354,3.13450212082471,0.23603320619250634,0.47400000000000037,0.29146249698179544,-0.04739538855678915,Large-Cap
HSIC,72.8477,0.000805999999999998,1518590.5,893011.0648736542,3.4958982762053585,0.0610079575596818,1.7812000000000001,0.2622047303469807,-0.11730620654133406,Mid-Cap
HUT,20.6668,0.008324,6114121.01,3117398.7256854745,5.5190578686561835,0.7692307692307692,1.9180999999999997,0.5006109104035609,-0.35152116402116396,Small-Cap
IBM,224.7682,0.002000999999999999,4267571.73,2079158.5716611852,14.073317570293908,0.20233767429018434,4.206499999999999,0.32867425149612656,-0.12904338825153117,Mega-Cap
ICCC,4.3419,0.004167999999999999,14749.03,16007.389196807853,0.7476707196690975,0.4027777777777777,0.25810000000000005,0.09714204329346895,-0.11623246492985972,Nano-Cap
ICMB,3.0214,-0.00012899999999999696,37315.69,28573.495032594044,0.08248685233466457,0.06484641638225264,0.07230000000000004,0.03595465083434651,-0.1019108280254778,Nano-Cap
ILLR,3.2256,-0.0019939999999999936,819567.06,682243.3907477938,1.1389853006740318,-0.5721271393643031,0.5078,0.33400321594022153,-0.7389240506329114,Micro-Cap
INBK,36.3892,-0.0002599999999999951,34229.96,24170.90079393615,3.271704118404331,-0.052768166089965374,1.367,0.44405149575383607,-0.24215246636771293,Micro-Cap
INSE,9.5259,0.0010070000000000031,111437.8,82763.93289813912,0.5534010455101408,0.12307692307692308,0.33740000000000003,0.26507661332948645,-0.20000000000000007,Micro-Cap
INTU,627.0123,-0.000794999999999993,1565810.84,543317.6660490102,28.586197165659236,-0.08197489958270177,13.402199999999995,0.2817474739195375,-0.18229395662841996,Large-Cap
IRBT,8.2425,0.0055959999999999985,1472624.02,1254433.454749404,1.0444430877919406,0.30178326474622774,0.6781,0.25724634183226486,-0.40472440944881893,Micro-Cap
ISRG,534.7384,0.002181793559042116,1413786.24,675994.2242270908,35.52622626975311,0.2177193448790562,10.863499999999998,0.40107879474103314,-0.06318289786223286,Mega-Cap
IZEA,2.6373,0.001030999999999995,31619.68,19244.136928919153,0.15913183023499541,0.08870967741935498,0.1481,0.2650429484110014,-0.21649484536082486,Nano-Cap
JACS,10.103636363636364,0.0004727272727272728,124287.70454545454,232968.06084751236,0.07233934595029244,0.018924302788844827,0.03977272727272723,0.09929661817771221,-0.003910068426197566,Micro-Cap
JNJ,153.1412,-0.000450999999999999,7711186.15,2602846.744550819,6.228404513828473,-0.03563488142292481,2.2071999999999985,0.10562387696520247,-0.13662331348000478,Mega-Cap
JPM,239.0573,0.0028279999999999985,8757335.2,3948208.4815460294,19.7770814126357,0.3227009707809285,4.174300000000002,0.44750693761948884,-0.07959839357429721,Mega-Cap
JRSH,3.264,0.0023490000000000004,15612.92,16939.099978285245,0.2542725810120813,0.297945205479452,0.10989999999999997,0.038958424033066374,-0.05142857142857149,Nano-Cap
KD,31.733,0.005968999999999995,2092332.67,1143453.6657478265,6.499536036277415,0.7692633361558001,0.9595999999999999,0.49552303065914566,-0.0902225755166931,Mid-Cap
KEP,7.6109,-0.0008439999999999992,171239.2,126452.17578574715,0.540452662874448,-0.02257636122177953,0.11150000000000007,0.2195727938293666,-0.2577777777777778,Mid-Cap
KNTK,55.4084,0.003158,566988.98,250490.4288726571,6.297798993427472,0.3336233144845586,1.5431000000000004,0.30159905099541956,-0.12168105554650588,Mid-Cap
KO,64.8123,-0.0003340000000000029,16024428.3,6271911.660267189,3.1887149037462907,-0.03258884674813867,0.9263000000000003,-0.02557184906787839,-0.1473639932697699,Mega-Cap
LCID,2.7567000000000004,0.0005200000000000017,73317812.04,37633120.63155344,0.4661600171788241,-0.043352601156069315,0.17620000000000002,0.4163897263666683,-0.4401114206128134,Mid-Cap
LESL,2.4922999999999997,-0.0041050000000000045,5693304.68,3233328.025902349,0.39928940670024127,-0.4620689655172413,0.17580000000000007,0.25367786862606606,-0.5555555555555556,Micro-Cap
LEU,79.2546,0.012421,1108369.86,946012.3553351875,14.926982241172617,1.2662027833001988,7.379499999999999,0.3452162966436345,-0.39185611248059893,Small-Cap
LIN,451.49440000000004,-0.0002829999999999979,2017371.06,810535.4684491587,19.768020717074997,-0.03975458060178183,5.923500000000003,0.3462705403138541,-0.14860406614705757,Mega-Cap
LLY,823.3689999999999,-0.000678000000000003,3663050.35,2346531.5093933702,58.14995784151262,-0.07760297170326669,20.358600000000003,0.12827719234269228,-0.22002820874471085,Mega-Cap
LOW,262.4436,-0.0002369999999999989,2256961.29,686403.7867592371,9.460616880392974,-0.03165141142988992,4.521700000000001,0.33411714245674573,-0.1354806633758301,Large-Cap
LPAA,10.0221,0.00016,51728.72,87910.78567595237,0.04701804940336067,0.01503006012024044,0.008799999999999884,-0.010121470626642193,-0.002004008016032066,Micro-Cap
LPBB,10.032727272727273,0.00015113636363636251,34935.60227272727,79180.51201382212,0.04740937568478832,0.014028056112224352,0.02136363636363625,-0.026512751858189285,-0.009842519685039353,Micro-Cap
LSB,2.785,0.08331499999999999,70786.82,180155.98742786405,0.94419384672959,2.181818181818182,0.42160000000000003,0.3679742529286331,-0.7067448680351907,Nano-Cap
LTM,27.760900000000003,0.0024599999999999986,202375.84,109742.50636875098,1.5850476174219315,0.2448512585812357,0.5791,0.14490609878126745,-0.0817675713291579,Mid-Cap
LXRX,1.1098999999999999,-0.00474299999999999,4290244.5,3041662.5155382697,0.44904274166095115,-0.5063291139240507,0.1009,0.35356691671559565,-0.6875,Micro-Cap
LZB,43.029300000000006,0.0005919999999999989,386189.87,152629.83724345226,2.3994663779661285,0.06989879971758062,1.0436999999999999,0.5057296017803831,-0.1137640449438202,Small-Cap
MA,522.251,0.0014166044147315942,2557757.68,948675.5987165472,20.505995107615107,0.13922620728607726,7.509000000000004,0.34017688341680297,-0.0572906937647103,Mega-Cap
